Sl.No.,Slide No,State,District,Slide Name,NH SH Location,Latitude,Longitude,Material Involved,Movement Type,History,latitude_valid,longitude_valid,latitude_missing,longitude_missing,latitude_invalid,longitude_invalid,missing_coordinates,coordinate_status,suspicious_coordinates,valid_coordinate_rows,state_missing,district_missing,state_district_status,material_missing,movement_type_missing,history_missing,event_date,event_date_start,event_date_end,event_time,date_status,date_precision,date_parse_notes,landslide,event_quality
23915,MIZ/LUNG/84A12/2025/203,Mizoram,Lunglei,,"Thenhlum to West Bunghmun
road",23.20549,92.543278,Earth,Slide,01 June 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-06-01,2025-06-01,2025-06-01,,exact_date,day,Exact calendar date parsed from source text: 01 June 2025.,1,reliable
23916,MIZ/LUNG/84A12/2025/204,Mizoram,Lunglei,,"Thenhlum to West Bunghmun
road",23.219631,92.563324,Debris,Slide,01 June 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-06-01,2025-06-01,2025-06-01,,exact_date,day,Exact calendar date parsed from source text: 01 June 2025.,1,reliable
23917,MIZ/LUNG/84A12/2025/205,Mizoram,Lunglei,,Tleu,23.204981,92.534603,Debris,Slide,01 June 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-06-01,2025-06-01,2025-06-01,,exact_date,day,Exact calendar date parsed from source text: 01 June 2025.,1,reliable
23918,MIZ/LUNG/84A12/2025/206,Mizoram,Lunglei,,Tleu,23.206253,92.533605,Debris,Slide,01 June 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-06-01,2025-06-01,2025-06-01,,exact_date,day,Exact calendar date parsed from source text: 01 June 2025.,1,reliable
23919,MIZ/LUNG/84A12/2025/207,Mizoram,Lunglei,,Tleu to West Bunghmun,23.209857,92.500587,Debris,Slide,01 June 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-06-01,2025-06-01,2025-06-01,,exact_date,day,Exact calendar date parsed from source text: 01 June 2025.,1,reliable
23920,MIZ/LUNG/84A08/2025/208,Mizoram,Lunglei,,Tleu to West Bunghmun,23.206239,92.491221,Debris,Slide,01 June 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-06-01,2025-06-01,2025-06-01,,exact_date,day,Exact calendar date parsed from source text: 01 June 2025.,1,reliable
23921,MIZ/LUNG/84A08/2025/209,Mizoram,Lunglei,,Tleu to West Bunghmun,23.199961,92.488796,Debris,Slide,01 June 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-06-01,2025-06-01,2025-06-01,,exact_date,day,Exact calendar date parsed from source text: 01 June 2025.,1,reliable
23922,MIZ/LUNG/84A08/2025/210,Mizoram,Lunglei,,West Bunghmun,23.17824,92.491031,Debris,Slide,01 June 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-06-01,2025-06-01,2025-06-01,,exact_date,day,Exact calendar date parsed from source text: 01 June 2025.,1,reliable
23923,MIZ/LUNG/84A08/2025/211,Mizoram,Lunglei,,West Bunghmun,23.180969,92.488193,Debris,Slide,01 June 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-06-01,2025-06-01,2025-06-01,,exact_date,day,Exact calendar date parsed from source text: 01 June 2025.,1,reliable
23924,MIZ/LUNG/84A08/2025/212,Mizoram,Lunglei,,West Bunghmun cemetary,23.180354,92.486971,Debris,Slide,01 June 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-06-01,2025-06-01,2025-06-01,,exact_date,day,Exact calendar date parsed from source text: 01 June 2025.,1,reliable
23925,MIZ/LUNG/84A08/2025/213,Mizoram,Lunglei,,West Bunghmun,23.182466,92.487731,Debris,Flow,01 June 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-06-01,2025-06-01,2025-06-01,,exact_date,day,Exact calendar date parsed from source text: 01 June 2025.,1,reliable
23926,MIZ/LUNG/84A12/2025/214,Mizoram,Lunglei,,Tleu,23.204706,92.533825,Debris,Flow,01 June 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-06-01,2025-06-01,2025-06-01,,exact_date,day,Exact calendar date parsed from source text: 01 June 2025.,1,reliable
23927,MIZ/LUNG/84A11/2025/215,Mizoram,Lunglei,,West Bungtlang,23.251004,92.63667,Debris,Flow,01 June 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-06-01,2025-06-01,2025-06-01,,exact_date,day,Exact calendar date parsed from source text: 01 June 2025.,1,reliable
23928,MIZ/SER/84A16/2025/216,Mizoram,Serchhip,,Keitum,23.234898,92.911307,Earth,Slide,01 June 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-06-01,2025-06-01,2025-06-01,,exact_date,day,Exact calendar date parsed from source text: 01 June 2025.,1,reliable
23929,MIZ/SER/84A16/2025/217,Mizoram,Serchhip,,Serchhip to Khawbung S road,23.225619,92.924909,Earth,Slide,01 June 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-06-01,2025-06-01,2025-06-01,,exact_date,day,Exact calendar date parsed from source text: 01 June 2025.,1,reliable
23930,MIZ/SER/84A16/2025/218,Mizoram,Serchhip,,Serchhip to Khawbung S road,23.223807,92.944448,Debris,Flow,01 June 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-06-01,2025-06-01,2025-06-01,,exact_date,day,Exact calendar date parsed from source text: 01 June 2025.,1,reliable
23931,MIZ/SER/84A16/2025/219,Mizoram,Serchhip,,Khawlailung,23.21795,92.998007,Debris,Slide,01 June 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-06-01,2025-06-01,2025-06-01,,exact_date,day,Exact calendar date parsed from source text: 01 June 2025.,1,reliable
23932,MIZ/SER/84A16/2025/220,Mizoram,Serchhip,,Khawlailung,23.217324,92.99812,Debris,Flow,01 June 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-06-01,2025-06-01,2025-06-01,,exact_date,day,Exact calendar date parsed from source text: 01 June 2025.,1,reliable
23933,MIZ/SER/84E04/2025/221,Mizoram,Serchhip,,Serchhip to Khawbung S road,23.19917,93.000199,Debris,Flow,01 June 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-06-01,2025-06-01,2025-06-01,,exact_date,day,Exact calendar date parsed from source text: 01 June 2025.,1,reliable
23934,MIZ/SER/84E04/2025/222,Mizoram,Serchhip,,Serchhip to Khawbung S road,23.1915,93.011024,Debris,Slide,31 May 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-05-31,2025-05-31,2025-05-31,,exact_date,day,Exact calendar date parsed from source text: 31 May 2025.,1,reliable
23935,MIZ/SER/84E04/2025/223,Mizoram,Serchhip,,Serchhip to Khawbung S road,23.183361,93.066742,Debris,Slide,31 May 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-05-31,2025-05-31,2025-05-31,,exact_date,day,Exact calendar date parsed from source text: 31 May 2025.,1,reliable
23936,MIZ/KHAW/84E04/2025/224,Mizoram,Khawzawl,,Serchhip to Khawbung S road,23.241722,93.098254,Debris,Slide,"30 May 2025, 12 June 2025",True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,,,,multiple_dates,multiple,Multiple date-like values were found; no exact date was selected to avoid fabricating information.,1,reliable
23937,MIZ/KHAW/84E04/2025/225,Mizoram,Khawzawl,,Serchhip to Khawbung S road,23.229765,93.127521,Earth,Slide,31 May 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-05-31,2025-05-31,2025-05-31,,exact_date,day,Exact calendar date parsed from source text: 31 May 2025.,1,reliable
23938,MIZ/KHAW/84E04/2025/226,Mizoram,Khawzawl,,Serchhip to Khawbung S road,23.2066,93.148665,Debris,Slide,01 June 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-06-01,2025-06-01,2025-06-01,,exact_date,day,Exact calendar date parsed from source text: 01 June 2025.,1,reliable
23939,MIZ/KHAW/84E04/2025/227,Mizoram,Khawzawl,,Serchhip to Khawbung S road,23.197704,93.163019,Debris,Slide,31 May 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-05-31,2025-05-31,2025-05-31,,exact_date,day,Exact calendar date parsed from source text: 31 May 2025.,1,reliable
23940,MIZ/CHAM/84E04/2025/228,Mizoram,Champhai,,Serchhip to Vaphai road,23.198136,93.166988,Debris,Flow,01 June 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-06-01,2025-06-01,2025-06-01,,exact_date,day,Exact calendar date parsed from source text: 01 June 2025.,1,reliable
23941,MIZ/CHAM/84E04/2025/229,Mizoram,Champhai,,Serchhip to Vaphai road,23.177311,93.198157,Debris,Flow,01 June 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-06-01,2025-06-01,2025-06-01,,exact_date,day,Exact calendar date parsed from source text: 01 June 2025.,1,reliable
23942,MIZ/CHAM/84E08/2025/230,Mizoram,Champhai,,Vaphai,23.148209,93.321183,Debris,Flow,31 May 2025 (4:15am),True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-05-31,2025-05-31,2025-05-31,04:15,exact_date,day,Exact calendar date parsed from source text: 31 May 2025. Time parsed separately: 4:15am.,1,reliable
23943,MIZ/KHAW/84E08/2025/231,Mizoram,Khawzawl,,Vaphai,23.14788,93.323791,Debris,Slide,01 June 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-06-01,2025-06-01,2025-06-01,,exact_date,day,Exact calendar date parsed from source text: 01 June 2025.,1,reliable
23944,MIZ/KHAW/84E03/2025/232,Mizoram,Khawzawl,,NH 6,23.486306,93.220639,Debris,Slide,12 June 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-06-12,2025-06-12,2025-06-12,,exact_date,day,Exact calendar date parsed from source text: 12 June 2025.,1,reliable
23945,MIZ/KHAW/84E02/2025/233,Mizoram,Khawzawl,,NH 6,23.544052,93.155591,Debris,Slide,14 June 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-06-14,2025-06-14,2025-06-14,,exact_date,day,Exact calendar date parsed from source text: 14 June 2025.,1,reliable
23946,MIZ/KHAW/84E02/2025/234,Mizoram,Khawzawl,,NH 6,23.545766,93.147931,Debris,Slide,14 June 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-06-14,2025-06-14,2025-06-14,,exact_date,day,Exact calendar date parsed from source text: 14 June 2025.,1,reliable
23947,MIZ/KHAW/84E02/2025/235,Mizoram,Khawzawl,,NH 6,23.5266,93.192968,Debris,Slide,14 June 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-06-14,2025-06-14,2025-06-14,,exact_date,day,Exact calendar date parsed from source text: 14 June 2025.,1,reliable
23948,MIZ/SAI/84A14/2025/236,Mizoram,Saitual,,NH 6,23.667553,92.89259,Rock,Slide,15 June 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-06-15,2025-06-15,2025-06-15,,exact_date,day,Exact calendar date parsed from source text: 15 June 2025.,1,reliable
23949,MIZ/SAI/84A14/2025/237,Mizoram,Saitual,,outside Maite,23.527592,92.984969,Debris,Subsidence,31 May 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-05-31,2025-05-31,2025-05-31,,exact_date,day,Exact calendar date parsed from source text: 31 May 2025.,1,reliable
23950,MIZ/AIZ/84A14/2025/238,Mizoram,Aizawl,,NH 6,23.700835,92.877449,Debris,Slide,15 June 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-06-15,2025-06-15,2025-06-15,,exact_date,day,Exact calendar date parsed from source text: 15 June 2025.,1,reliable
23951,MIZ/AIZ/84A13/2025/239,Mizoram,Aizawl,,Sesawng,23.760466,92.848969,Debris,Flow,31 May 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-05-31,2025-05-31,2025-05-31,,exact_date,day,Exact calendar date parsed from source text: 31 May 2025.,1,reliable
23952,MIZ/AIZ/84A13/2025/240,Mizoram,Aizawl,,Mualmam,23.807952,92.834037,Earth,Slide,01 June 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-06-01,2025-06-01,2025-06-01,,exact_date,day,Exact calendar date parsed from source text: 01 June 2025.,1,reliable
23953,MIZ/AIZ/83D15/2025/241,Mizoram,Aizawl,,Zohmun,24.285871,92.94599,Debris,Slide,14 June 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-06-14,2025-06-14,2025-06-14,,exact_date,day,Exact calendar date parsed from source text: 14 June 2025.,1,reliable
23954,MIZ/AIZ/83D15/2025/242,Mizoram,Aizawl,,Zohmun,24.288014,92.946017,Earth,Slide,14 June 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-06-14,2025-06-14,2025-06-14,,exact_date,day,Exact calendar date parsed from source text: 14 June 2025.,1,reliable
23955,MIZ/AIZ/83D15/2025/243,Mizoram,Aizawl,,Mauchar,24.354658,92.925511,Debris,Slide,29 May 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-05-29,2025-05-29,2025-05-29,,exact_date,day,Exact calendar date parsed from source text: 29 May 2025.,1,reliable
23956,MIZ/AIZ/83D15/2025/244,Mizoram,Aizawl,,Mauchar,24.365715,92.930137,Debris,Slide,01 June 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-06-01,2025-06-01,2025-06-01,,exact_date,day,Exact calendar date parsed from source text: 01 June 2025.,1,reliable
23957,MIZ/AIZ/84A14/2025/245,Mizoram,Aizawl,,Sesawng,23.747519,92.853155,Debris,Slide,15 June 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-06-15,2025-06-15,2025-06-15,,exact_date,day,Exact calendar date parsed from source text: 15 June 2025.,1,reliable
23958,MZ/LUN/84B09/2017/0001,Mizoram,Lunglei,Phairuangkai Slide,"Phairuangkai-West Rotlang
road, ChangpuiVeng,
Phairuangkai.",22.82104167,92.63873333,Soil,Flow,12 June 2017,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2017-06-12,2017-06-12,2017-06-12,,exact_date,day,Exact calendar date parsed from source text: 12 June 2017.,1,reliable
23959,MZ/AIZ/84E02/2017/0002,Mizoram,Aizawl,Keifang Slide,"NH-Aizawl-Champhai Road,
19km East of Keifang, near
Tuivawl river",23.65701389,93.02799167,Rock,Slide,"2015, 07 July, 2017",True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,,,,multiple_dates,multiple,Multiple date-like values were found; no exact date was selected to avoid fabricating information.,1,reliable
23960,MZ/AIZ/84A10/2017/0003,Mizoram,Aizawl,Hunthar slide,"NH-54 Aizawl-Kolasib-Silchar,
HuntharVeng",23.74035833,92.71311667,Debris,Slide,"1992, 2007, 2015,
23 April 2017",True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,,,,multiple_dates,multiple,Multiple date-like values were found; no exact date was selected to avoid fabricating information.,1,reliable
23961,MIZ/LU/84B/13/2018/01,Mizoram,Lunglei,Lunglawn landslide,"Lunglawn Veng, SE of Lunglei
town.",22.87355833,92.75595278,Debris,Slide,"2014, 06 June 2018 at 6:30pm.",True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,,,,multiple_dates,multiple,Multiple date-like values were found; no exact date was selected to avoid fabricating information.,1,reliable
23962,"Mizoram/Aizawl/84A14/2018/0
01",Mizoram,Aizawl,Barailui slide,"Zemabuak Stone Quarry about
5.7km southeast of Zemabawk
village, Aizawl District,
Mizoram on NH-54 Aizawl-
Seling road.",23.72949444,92.77544444,Rock,Slide,"2017, 12 May 2018.",True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,,,,multiple_dates,multiple,Multiple date-like values were found; no exact date was selected to avoid fabricating information.,1,reliable
23963,"Mizoram/Aizawl/84A09/2018/0
02",Mizoram,Aizawl,Selesih Slide,"Near the Auditorium of Central
Agricultural University (College
of Veterinary Science and
Animal Husbandry), Selesih
village, Aizawl District, Mizoram",24.80375556,92.733375,Rock,Creep,28 April 2018,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2018-04-28,2018-04-28,2018-04-28,,exact_date,day,Exact calendar date parsed from source text: 28 April 2018.,1,reliable
23964,MIZ/AZL/84A/09/2019/01,Mizoram,Aizawl,BSUP Landslide,"BSUP Colony, Durtlang Leitan
Veng, Durtlang",22.87355833,92.75595278,Rock,Slide,02 July 2019 at 18:30hrs.,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2019-07-02,2019-07-02,2019-07-02,,exact_date,day,Exact calendar date parsed from source text: 02 July 2019.,1,reliable
23965,MZ/KOL/83D11/2019/0001,Mizoram,Kolasib,Saihapui(K) Slide,Kolasib- Saihapui(K).,24.27899722,92.642375,Soil,Flow,2008,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2008,2008,,year_only,year,Year-only value preserved as-is: 2008.,1,limited_date_precision
23966,"Mizoram/Aizawl/84A14/2020/0
01",Mizoram,Aizawl,Zemabawk landslide,"Zemabawk area near Bharat
Petroleum, Zemabawk, along
NH6/306A Aizawl-Seling-
Champhai road",24.73197222,92.75988889,Rock,Slide,2 February 2020,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2020-02-02,2020-02-02,2020-02-02,,exact_date,day,Exact calendar date parsed from source text: 2 February 2020.,1,reliable
23967,MIZ/AZL/84A/10/2021/01,Mizoram,Aizawl,Ngaizel Ophel Tyres Rockslide,"Ngaizel, Kulikawn, Aizawl.",23.70166667,92.71944444,Rock,Slide,13.06.2021 at 20:30 hrs,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2021-06-13,2021-06-13,2021-06-13,,exact_date,day,Exact calendar date parsed from source text: 13.06.2021.,1,reliable
