Latitude,Longitude,landslide
25.033514,92.435539,1
25.033628,92.439331,1
25.034289,92.435222,1
25.037722,92.439556,1
25.037833,92.440417,1
25.038186,92.440725,1
25.038361,92.43675,1
25.040511,92.446119,1
25.042189,92.441964,1
25.042408,92.434525,1
25.042556,92.435028,1
25.042778,92.432472,1
25.043667,92.425444,1
25.043914,92.423556,1
25.044056,92.418778,1
25.044136,92.430244,1
25.044417,92.423908,1
25.044442,92.427761,1
25.044733,92.423675,1
25.044778,92.430333,1
25.044833,92.429333,1
25.045111,92.4215,1
25.045386,92.420764,1
25.045389,92.410444,1
25.046181,92.408878,1
25.047194,92.404806,1
25.047556,92.405806,1
25.049744,92.400678,1
25.052236,92.399047,1
25.056022,92.394119,1
25.062025,92.386975,1
25.068158,92.380058,1
25.073,92.368778,1
25.073217,92.372161,1
25.073731,92.370786,1
25.075167,92.370953,1
25.075567,92.363317,1
25.079,92.361667,1
25.079028,92.359111,1
25.079722,92.359361,1
25.081381,92.359972,1
25.083061,92.360322,1
25.083361,92.361083,1
25.084611,92.335667,1
25.08586,92.35869,1
25.087917,92.357906,1
25.091361,92.356889,1
25.09178,92.35469,1
25.092083,92.35925,1
25.092178,92.353564,1
25.092981,92.353708,1
25.093078,92.348025,1
25.095131,92.350111,1
25.096592,92.351017,1
25.097997,92.355972,1
25.104417,92.365028,1
25.112806,92.350194,1
25.113475,92.350506,1
25.113586,92.370594,1
25.114997,92.358378,1
25.117453,92.35705,1
25.12186,92.388583,1
25.122381,92.243069,1
25.126972,92.388083,1
25.129169,92.388306,1
25.133289,92.225272,1
25.133911,92.222392,1
25.134194,92.383528,1
25.134293,92.38155,1
25.134972,92.380278,1
25.136047,92.222064,1
25.143375,92.141861,1
25.143969,92.217497,1
25.14775,92.375528,1
25.147942,92.181586,1
25.148019,92.178114,1
25.148083,92.180639,1
25.148158,92.177172,1
25.148303,92.176236,1
25.148747,92.175119,1
25.14965,92.214519,1
25.150286,92.213508,1
25.152367,92.195708,1
25.153272,92.206058,1
25.156419,92.141353,1
25.156542,92.198469,1
25.157592,92.239928,1
25.159367,92.202078,1
25.16400556,92.38702778,1
25.164133,92.417747,1
25.165028,92.388056,1
25.165222,92.388389,1
25.181969,91.637545,1
25.184381,92.029531,1
25.189106,92.079564,1
25.191111,92.003389,1
25.191611,92.155361,1
25.192422,92.37705,1
25.197283,92.1991,1
25.197283,92.2225,1
25.200333,92.200472,1
25.201,91.234,1
25.20283,91.20908,1
25.202886,92.201147,1
25.206972,92.208028,1
25.208593,91.742294,1
25.211722,92.065389,1
25.21225,92.047306,1
25.214153,92.045428,1
25.214944,92.073917,1
25.216169,91.389142,1
25.218732,91.740262,1
25.222221,91.742134,1
25.223769,91.740164,1
25.226751,91.754441,1
25.226806,92.090611,1
25.227249,91.748917,1
25.228472,92.187806,1
25.229167,92.2235,1
25.229972,92.223278,1
25.230047,92.221119,1
25.231383,92.2215,1
